Name,Period,Key,Total,Counts.0,Counts.1,Counts.2,Counts.3,Counts.4,Counts.5,Counts.6,Counts.7,Counts.8,Counts.9,Counts.10,Counts.11,Counts.12,Counts.13,Counts14,Counts.15,Counts.16,Counts.17,Counts.18,Counts.19,Counts.20,Counts.21,Counts.22,Counts.23
"SMTP Content",2014-12-11T00:00:00.000Z,"09table.social",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,11
"SMTP Content",2014-12-11T00:00:00.000Z,"10.turpintine.com",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"109.rev.sfr.net",28,1,1,3,2,1,2,2,1,1,1,0,1,0,1,,1,0,1,0,0,7,0,2,0
"SMTP Content",2014-12-11T00:00:00.000Z,"13.turpintine.com",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,4,0,0,0,4,0
"SMTP Content",2014-12-11T00:00:00.000Z,"13mail.biz",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"17.com",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"178.75.kim",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"2007.in",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"2540turpintine.co",13,0,0,0,0,0,0,0,0,0,2,4,0,0,3,,1,0,1,0,2,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"2540turpintine.com",19,0,0,0,0,0,0,0,0,0,2,4,0,0,3,,1,6,1,0,2,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"2eus2.list-manage.com",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"2fwww.s-maps.ru",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"3d-https--www.asdreports.com",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,4,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"3dexchange.emdad17.com",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"3dturpintine.com",13,0,0,0,0,0,0,0,0,0,2,4,0,0,3,,1,0,1,0,2,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"3dwww.asdmailer.com",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,4,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"40turpintine.co",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"40turpintine.com",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,2,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"4772063mn.zip",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"486811.00-2313.936670.p01c12m006.mxlogic.net",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"4ycf.in.net",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"554-smtp3-12.dc.gov",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"554-smtp3-21.dc.gov",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"554-umesa01.cgcent.miami.edu",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"5f.bw",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"7gjhgree.com",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"8229770mn.zip",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"88.249.27.112.dynamic.ttnet.com.tr",10,0,1,0,0,0,0,0,0,4,0,2,0,0,0,,0,0,0,2,0,0,1,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"acepak.co.za",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"ad.doubleclick.net",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,0,0,6,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"ad2.softcom.biz",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"adadvisor.net",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,2,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"ads.dotomi.com",2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"ads.perfectaudience.com",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"advantagemedia.com",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"advent-group.net",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"age.com",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"ahoo.com",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"ail-media.s3.amazonaws.com",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"ail.beliefnet.com",12,0,0,0,0,0,0,0,0,0,2,3,0,0,3,,1,0,1,0,2,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"ail.clickz.com",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,1,1,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"ail.searchenginewatch.com",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"aim.com",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"al.gc.ca",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"am1ffo11fd011.mail.protection.outlook.com",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"am1ffo11fd020.mail.protection.outlook.com",2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"am3pr04ca0022.eurprd04.prod.outlook.com",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"am3pr04ca0022.outlook.office365.com",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"am3pr06ca059.eurprd06.prod.outlook.com",2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"am3pr06ca059.outlook.office365.com",2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"amazonaws.com",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"ambitions.in",6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"amxpr07ca0037.eurprd07.prod.outlook.com",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"amxpr07ca0037.outlook.office365.com",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"ane.eu",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,11,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"animation.magicremedydeal.ru",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"announcement.at",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"appealed.it",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"archenginewatch.com",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"arteitaly.com",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"as400s.icc.ac.kr",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"asdmailer.com",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,2,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"asdreports.com",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,4,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"astaldi.com",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"astral.ro",2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"atch.com",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"aterriza.me",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"athleta.com",2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"atic.net",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"atuaiizarpg.com.br",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"austin.eater.com",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"authorities.in",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,2,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"autorambler.ru",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"available.as",6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,1,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"bananarepublic.com",2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"bankrate.com",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"banzay.metacom.ru",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"banzaycom.ru",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"bao18.ru",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"barilla.it",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"barracuda.ozonegroup.com",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"bb.barracudacentral.org",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"bcast.international.gc.ca",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"bed.com",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"bednetwork.com",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,1
"SMTP Content",2014-12-11T00:00:00.000Z,"bel.ru",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"beliefnet.com",19,0,0,0,0,0,0,0,0,0,2,4,0,0,3,,1,6,1,0,2,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"beliefnet.web.ui.site.controls.modules.ad",13,0,0,0,0,0,0,0,0,0,2,4,0,0,3,,1,0,1,0,2,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"beliefnetstaff.com",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,6,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"benefitspro.com",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"benghazi.in",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"biccure.eu",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,5,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"bike824.osase.co.uk",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"birmingham.anglican.org",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"bitly.com",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,4,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"bk.ru",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"bl.spamcop.net",7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,5,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"blog.ht-marketings.com",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"bnimg1.beliefnet.com",10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,0,6,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"boston.eater.com",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,0
"SMTP Content",2014-12-11T00:00:00.000Z,"brown.as",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"brown.it",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"bst.bz",9,1,0,1,1,0,0,1,0,1,0,0,1,0,0,,0,0,0,0,0,2,0,1,0
"SMTP Content",2014-12-11T00:00:00.000Z,"btinternet.com",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1
"SMTP Content",2014-12-11T00:00:00.000Z,"bulgaria-seed-international.eu",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"bxfct6.qtwedcvb.com",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"byte.globalcarebargain.ru",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"ca.rx6ga396baf5db3r6n8e.asia",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2
"SMTP Content",2014-12-11T00:00:00.000Z,"ca.y967ik93spxtwpt26cfj.asia",14,0,0,0,1,0,0,1,2,2,0,1,2,1,0,,1,0,0,0,0,1,0,1,0
"SMTP Content",2014-12-11T00:00:00.000Z,"card.y967ik93spxtwpt26cfj.asia",7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,0,1,0,0,0,1,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"cdn.cstatic.net",14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,2,2,2
"SMTP Content",2014-12-11T00:00:00.000Z,"cdn.teapartypatriots.org",2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"cdptpa-pub-iedge-vip.email.rr.com",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"center.cleaning",4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"center.in",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"cfl.rr.com",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"ch.com",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"chase.com",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"chenginewatch.com",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"chequesexpress.goland.me",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"chicago.curbed.com",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"christiancafe.com",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,6,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"ckz.com",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,2,1,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"ckzlive.com",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"cl.exct.net",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"clarian.org",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"click.email.bananarepublic.com",2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"click.mail.advantagebusinessmedia.com",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"click.net",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,3,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"click.sys.clickbank.com",5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,0
"SMTP Content",2014-12-11T00:00:00.000Z,"click1.mail.beliefnet.com",19,0,0,0,0,0,0,0,0,0,2,4,0,0,3,,1,6,1,0,2,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"clicks.aweber.com",5,0,2,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"clickz.com",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,2,6,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"clickzlive.com",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"cluster14.us.messagelabs.com",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"cms.incisivemedia.com",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,0,0,3,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"cnlg.7rc2.bw",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"cnli.7rc2.bw",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"cohnreznick.com",4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"columbiahealthspa.com",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"com.tr",2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"comcast.net",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"communication.so",5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"convicted.in",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"csi.cloudmark.com",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"cstatic.net",4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"curbed.co",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"curbed.com",14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,2,2,2
"SMTP Content",2014-12-11T00:00:00.000Z,"curbednetwork.com",14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,2,2,2
"SMTP Content",2014-12-11T00:00:00.000Z,"d17.com",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"dakotas.it",6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,2,1,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"data.coea.ru",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"datergs.ru",2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"daterrw.ru",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"datervh.ru",3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"days.at",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"db3ffo11fd021.mail.protection.outlook.com",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"db3ffo11fd046.mail.protection.outlook.com",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"db3pr04mb060.eurprd04.prod.outlook.com",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"db3pr07mb171.eurprd07.prod.outlook.com",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0
"SMTP Content",2014-12-11T00:00:00.000Z,"db4pr05ca0020.eurprd05.prod.outlook.com",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0
